iter	Passed	Remaining
747	3148	1060
748	3152	1056
749	3156	1052
750	3159	1047
751	3163	1043
752	3166	1038
753	3169	1034
754	3173	1029
755	3176	1025
756	3180	1020
757	3183	1016
758	3187	1012
759	3191	1007
760	3194	1003
761	3197	998
762	3201	994
763	3204	989
764	3207	985
765	3211	980
766	3214	976
767	3217	972
768	3221	967
769	3225	963
770	3228	958
771	3231	954
772	3235	950
773	3238	945
774	3242	941
775	3245	936
776	3248	932
777	3252	927
778	3255	923
779	3258	919
780	3261	914
781	3265	910
782	3269	905
783	3272	901
784	3275	897
785	3279	892
786	3283	888
787	3287	884
788	3290	879
789	3293	875
790	3297	871
791	3301	867
792	3304	862
793	3308	858
794	3312	854
795	3317	850
796	3321	846
797	3326	842
798	3330	837
799	3333	833
800	3336	828
801	3339	824
802	3343	820
803	3346	815
804	3350	811
805	3353	807
806	3356	802
807	3360	798
808	3363	794
809	3366	789
810	3369	785
811	3373	780
812	3376	776
813	3379	772
814	3382	767
815	3385	763
816	3388	759
817	3392	754
818	3395	750
819	3398	746
820	3401	741
821	3404	737
822	3407	732
823	3411	728
824	3414	724
825	3417	719
826	3420	715
827	3423	711
828	3426	706
829	3429	702
830	3432	698
831	3435	693
832	3439	689
833	3442	685
834	3446	680
835	3449	676
836	3452	672
837	3456	668
838	3459	663
839	3463	659
840	3466	655
841	3469	651
842	3473	646
843	3476	642
844	3479	638
845	3482	633
846	3485	629
847	3489	625
848	3492	621
849	3496	616
850	3499	612
851	3503	608
852	3506	604
853	3509	600
854	3513	595
855	3516	591
856	3519	587
857	3523	583
858	3527	578
859	3530	574
860	3533	570
861	3537	566
862	3540	562
863	3543	557
864	3546	553
865	3549	549
866	3553	545
867	3557	541
868	3560	536
869	3563	532
870	3566	528
871	3570	524
872	3574	520
873	3578	515
874	3583	511
875	3588	508
876	3594	504
877	3600	500
878	3606	496
879	3612	492
880	3620	489
881	3625	485
882	3630	481
883	3637	477
884	3643	473
885	3649	469
886	3656	465
887	3662	461
888	3670	458
889	3675	454
890	3681	450
891	3688	446
892	3694	442
893	3700	438
894	3706	434
895	3710	430
896	3718	426
897	3723	422
898	3727	418
899	3733	414
900	3738	410
901	3744	406
902	3751	402
903	3756	398
904	3760	394
905	3767	390
906	3771	386
907	3775	382
908	3780	378
909	3784	374
910	3788	370
911	3792	365
912	3797	361
913	3801	357
914	3804	353
915	3807	349
916	3812	345
917	3816	340
918	3819	336
919	3822	332
920	3827	328
921	3831	324
922	3834	319
923	3838	315
924	3842	311
925	3845	307
926	3848	303
927	3851	298
928	3855	294
929	3858	290
930	3862	286
931	3865	281
932	3868	277
933	3871	273
934	3874	269
935	3878	265
936	3881	260
937	3884	256
938	3887	252
939	3891	248
940	3894	244
941	3897	239
942	3900	235
943	3904	231
944	3908	227
945	3911	223
946	3914	219
947	3917	214
948	3920	210
949	3924	206
950	3927	202
951	3930	198
952	3933	194
953	3937	189
954	3940	185
955	3944	181
956	3947	177
957	3950	173
958	3953	169
959	3956	164
960	3959	160
961	3962	156
962	3965	152
963	3969	148
964	3972	144
965	3975	139
966	3978	135
967	3981	131
968	3984	127
969	3988	123
970	3991	119
971	3994	115
972	3997	110
973	4000	106
974	4003	102
975	4006	98
976	4009	94
977	4013	90
978	4017	86
979	4020	82
980	4024	77
981	4027	73
982	4031	69
983	4034	65
984	4038	61
985	4041	57
986	4045	53
987	4048	49
988	4052	45
989	4055	40
990	4059	36
991	4063	32
992	4067	28
993	4070	24
994	4074	20
995	4077	16
996	4081	12
997	4086	8
998	4089	4
999	4092	0
