iter	Logloss
151	0.1184242962
152	0.1177138608
153	0.1170164502
154	0.1159563041
155	0.1150594622
156	0.1142805471
157	0.1134893847
158	0.1128980222
159	0.1122150247
160	0.1114505432
161	0.1105024764
162	0.1098684197
163	0.1088876381
164	0.1081019284
165	0.1073957956
166	0.1068042194
167	0.1059952911
168	0.1053020387
169	0.1044715415
170	0.1037111946
171	0.1028209013
172	0.1024183569
173	0.101535724
174	0.100988177
175	0.1001662874
176	0.09953611562
177	0.09884596642
178	0.09826462504
179	0.09767484466
180	0.09711979555
181	0.09675371232
182	0.09614847873
183	0.0953943316
184	0.09471004
185	0.09413805549
186	0.09354820221
187	0.09306890075
188	0.09252236892
189	0.09175401979
190	0.09104942118
191	0.09060841855
192	0.09022552558
193	0.08978542576
194	0.08927387619
195	0.08875361196
196	0.08814196622
197	0.08766025009
198	0.08721133638
199	0.08670434616
200	0.08605017406
201	0.08564903899
202	0.08517382677
203	0.08483609814
204	0.08436816489
205	0.08387183465
206	0.08334097657
207	0.08279606194
208	0.08247092528
209	0.08200669289
210	0.08157565622
211	0.08108944436
212	0.08064366072
213	0.08024881794
214	0.07965879839
215	0.07939183819
216	0.0788562898
217	0.07845684953
218	0.07806211171
219	0.07751204907
220	0.07723763706
221	0.07693245475
222	0.07644723161
223	0.07601579434
224	0.07572777118
225	0.07530205526
226	0.07485099179
227	0.07444562964
228	0.07412384933
229	0.07375191168
230	0.07346928868
231	0.07297092078
232	0.07254137036
233	0.07206747439
234	0.07170175363
235	0.0713915108
236	0.07091009453
237	0.07059917309
238	0.07026913164
239	0.06991797655
240	0.06949654515
241	0.06918336747
242	0.06878859099
243	0.06848817673
244	0.06822318646
245	0.0679324395
246	0.06763925322
247	0.06740333397
248	0.06707616528
249	0.0667981302
250	0.06643689725
251	0.06609446885
252	0.06580554789
253	0.06553873367
254	0.06519817306
255	0.06489763037
256	0.06454835477
257	0.06413342843
258	0.06378202234
259	0.06358890186
260	0.06329727685
261	0.06303054558
262	0.06272987309
263	0.06254645161
264	0.06236869185
265	0.06191481887
266	0.06161916932
267	0.06134254946
268	0.06102070536
269	0.06070015898
270	0.06042686639
271	0.06008641349
272	0.05984930249
273	0.05950673937
274	0.05923398993
275	0.05891132425
276	0.05863500617
277	0.05834576165
278	0.05811285429
279	0.05789781115
280	0.05772709182
281	0.05745333094
282	0.05717834404
283	0.05686144227
284	0.05659380454
285	0.05637846099
286	0.05618355422
287	0.0559437834
288	0.05562134453
289	0.05540309463
290	0.05511794419
291	0.05485692964
292	0.05454632294
293	0.05427556435
294	0.05408574486
295	0.05380403702
296	0.05362691383
297	0.05332234607
298	0.05307937681
299	0.05273231836
300	0.05253475687
301	0.05225700809
302	0.05208254092
303	0.05192425727
304	0.05169975089
305	0.05145089481
306	0.05124311173
307	0.05105737456
308	0.05077477719
309	0.05064440463
310	0.05045629971
311	0.05024767395
312	0.05008895315
313	0.04980701254
314	0.04959763539
315	0.04947207911
316	0.04926339771
317	0.04910389207
318	0.04894753456
319	0.04877642178
320	0.04856981669
321	0.04838204235
322	0.04818098498
323	0.04803487254
324	0.0477968092
325	0.04764007988
326	0.04747762391
327	0.04728277101
328	0.04704459783
329	0.04687615192
330	0.04667127733
331	0.0464696405
332	0.0462282476
333	0.04607814593
334	0.04597550349
335	0.04581241881
336	0.04569676521
337	0.04556839332
338	0.04542386669
339	0.04523701982
340	0.04507478029
341	0.04494125975
342	0.04479764442
343	0.04462326345
344	0.04437682652
345	0.04416555283
346	0.04403981388
347	0.04391017656
348	0.04379563408
349	0.04358673618
350	0.04335895517
351	0.04320993443
352	0.04304667484
353	0.04287669228
354	0.04271295598
355	0.04250219582
356	0.04235046842
357	0.04220057392
358	0.04203994828
359	0.04194550657
360	0.04185063762
361	0.04171764268
362	0.041570106
363	0.04141853422
364	0.04131379954
365	0.04115109018
366	0.0410046266
367	0.04083505774
368	0.04072801922
369	0.04056430937
370	0.04038558897
371	0.04025079858
372	0.04011344122
373	0.0400016977
374	0.03988015959
375	0.03971158591
376	0.03956730517
377	0.03946233614
378	0.03937673265
379	0.0392272939
380	0.03911934235
381	0.03894396414
382	0.03885540186
383	0.03869244438
384	0.03851306591
385	0.03839639188
386	0.03821003995
387	0.0380976191
388	0.03803917177
389	0.03792841384
390	0.03782134401
391	0.0376858462
392	0.03754083213
393	0.03742306143
394	0.03728707486
395	0.03721035735
396	0.03707746826
397	0.0369667684
398	0.03684860568
399	0.03674454139
400	0.03665706475
401	0.03651466895
402	0.0364324202
403	0.03634010339
404	0.0362715901
405	0.03613505166
406	0.03603108068
407	0.0358964251
408	0.03576895066
409	0.03565279971
410	0.03554196051
411	0.0354448911
412	0.03529924739
413	0.03514782397
414	0.03501400551
415	0.03491158739
416	0.034788716
417	0.03466743251
418	0.03458030281
419	0.0344742681
420	0.03438218841
421	0.03426839201
422	0.03415703596
423	0.0340025274
424	0.03394116179
425	0.03383316337
426	0.03367321006
427	0.0335331282
428	0.03344989297
429	0.03333029306
430	0.03320064396
431	0.03311167911
432	0.03301808008
433	0.03292142846
434	0.03284497982
435	0.03271600845
436	0.03261199003
437	0.03250549383
438	0.03243490368
439	0.03234347284
440	0.03221917801
441	0.0321521406
442	0.03207045485
443	0.03198400311
444	0.03193761538
445	0.03181546647
446	0.03172657891
447	0.0316379251
448	0.03154898774
449	0.0314495626
450	0.03135221166
451	0.03124082364
452	0.0311469296
453	0.03105289053
454	0.03098208406
455	0.03084465677
456	0.03073341451
457	0.03060943881
458	0.03055243861
459	0.03048260557
460	0.03039801639
461	0.03032697243
462	0.0302114019
463	0.03010978129
464	0.0300480811
465	0.02993168608
466	0.02983683936
467	0.02975978266
468	0.02966149253
469	0.02955124124
470	0.02947665522
471	0.02935539974
472	0.02931057169
473	0.02922047686
474	0.02911752675
475	0.02904003368
476	0.02898144908
477	0.0289029643
478	0.02882938683
479	0.02874427374
480	0.02867999235
481	0.02857302226
482	0.02848996706
483	0.02840495002
484	0.02832224487
485	0.02825717923
486	0.0281645454
487	0.02808273906
488	0.02800017437
489	0.0279393739
490	0.02784327649
491	0.02777396293
492	0.02764472793
493	0.02757468226
494	0.02749799683
495	0.02744387637
496	0.02735580147
497	0.02727388121
498	0.02721631619
499	0.02710896166
500	0.02702088629
501	0.02692727985
502	0.02684514018
503	0.02675602365
504	0.0266769007
505	0.02663185306
506	0.02657545001
507	0.02653782859
508	0.02645528729
509	0.02634466008
510	0.02628945628
511	0.02621507942
512	0.02616850144
513	0.02609661135
514	0.0260391659
515	0.02595668419
516	0.02588565961
517	0.02582111897
518	0.02576471961
519	0.02568146122
520	0.02559653298
521	0.02553086563
522	0.02545953157
523	0.02541888694
524	0.02534029365
525	0.02526503682
526	0.02519925465
527	0.02512202053
528	0.02504391366
529	0.02500013582
530	0.02496339802
531	0.02486952091
532	0.02481042424
533	0.02475875577
534	0.02468792733
535	0.02462930493
536	0.02459354512
537	0.02453443313
538	0.02446101361
539	0.02437312701
540	0.02429480052
541	0.02424411496
542	0.02418430185
543	0.02412017267
544	0.02405598447
545	0.02400420578
546	0.02393809406
547	0.02387962208
548	0.02382862849
549	0.02377319601
550	0.02369313056
551	0.02366350569
552	0.02360728712
553	0.02351410731
554	0.02345103461
555	0.02338858342
556	0.02333292024
557	0.02328504052
558	0.02323649659
559	0.02316900954
560	0.02313194196
561	0.02308000067
562	0.02301781976
563	0.02295574456
564	0.02292379811
565	0.02284435559
566	0.02277430218
567	0.02272706069
568	0.02267200012
569	0.02261191709
570	0.02254489399
571	0.02246544632
572	0.02240110248
573	0.02234918475
574	0.02225158385
575	0.02220596679
576	0.02214952352
577	0.02207776451
578	0.02202647992
579	0.02196762694
580	0.02191942571
581	0.02181290974
582	0.0217696125
583	0.02168458929
584	0.021626187
585	0.02157873723
586	0.02151830641
587	0.02146811377
588	0.02140077681
589	0.02132305471
590	0.02128863501
591	0.02121615391
592	0.02115702557
593	0.02111974384
594	0.02108271211
595	0.02102313657
596	0.02098775273
597	0.02094908904
598	0.02090777981
599	0.02086082505
600	0.02080893689
601	0.02075214449
602	0.02071490367
603	0.02068106791
604	0.02061623913
605	0.02057370334
606	0.02051076916
607	0.02044550396
608	0.02038371975
609	0.02033207605
610	0.02026349385
611	0.02018253109
612	0.02011313065
613	0.02006345459
614	0.02002324277
615	0.01999239594
616	0.01993349333
617	0.01986078018
618	0.01981550452
619	0.01976393028
620	0.01973104633
621	0.01966365645
622	0.01961531826
623	0.01955656027
624	0.01950904795
625	0.01948016794
626	0.01944046998
627	0.01939308203
628	0.01933661313
629	0.01929746706
630	0.01925160856
631	0.01920864864
632	0.01915349013
633	0.01910662866
634	0.0190771178
635	0.01904285762
636	0.01899244158
637	0.01892528302
638	0.01886556638
639	0.0188252051
640	0.01878763674
641	0.01873482945
642	0.01869281971
643	0.01864390784
644	0.01858385548
645	0.01853826457
646	0.01849912158
647	0.01846631384
648	0.01845177383
649	0.01840403425
650	0.01834544744
651	0.01829840851
652	0.01825916588
653	0.01820326837
654	0.01816394668
655	0.0181455215
656	0.01813087233
657	0.01809418318
658	0.0180411631
659	0.0180186811
660	0.01796722991
661	0.0179386774
662	0.01789586933
663	0.01784742981
664	0.0178103635
665	0.01775933527
666	0.01772256635
667	0.01768573048
668	0.0176468323
669	0.01759832024
670	0.01756283217
671	0.01751775137
672	0.01746319588
673	0.0174199111
674	0.01739232596
675	0.01736348547
676	0.01729381938
677	0.01725541641
678	0.01721541497
679	0.01717455951
680	0.0171315122
681	0.01708948226
682	0.0170595312
683	0.01701741861
684	0.01697916046
685	0.0169339912
686	0.01687298787
687	0.01682959451
688	0.01678595151
689	0.0167416681
690	0.01670810386
691	0.01667181734
692	0.01663386
693	0.01659409591
694	0.01653246553
695	0.01650507364
696	0.01646692834
697	0.01643161393
698	0.01638730292
699	0.01634142724
700	0.01629190991
701	0.01625835703
702	0.0162292238
703	0.01619038274
704	0.01614505499
705	0.01610168117
706	0.01606439978
707	0.01603424163
708	0.01600323957
709	0.01595307804
710	0.01591553979
711	0.01589026609
712	0.01585434612
713	0.01581492245
714	0.01578910611
715	0.01575421415
716	0.01572433099
717	0.01569720332
718	0.01565499316
719	0.01563335068
720	0.01559565366
721	0.01556698033
722	0.01553527459
723	0.01551243993
724	0.01547027525
725	0.01542623539
726	0.01538370734
727	0.01535680331
728	0.0153152988
729	0.01527498363
730	0.01523494042
731	0.01521762002
732	0.01517576277
733	0.01514521198
734	0.01510529746
735	0.01507230859
736	0.01504326885
737	0.0150170894
738	0.01499191096
739	0.01497209822
740	0.01495275174
741	0.01492723961
742	0.01488505763
743	0.01485983258
744	0.01483536162
745	0.01480977915
746	0.01479222169
747	0.01476605433
748	0.0147405465
749	0.01469799999
750	0.01467697486
751	0.01463663272
752	0.0146122113
753	0.01458527272
754	0.01455257667
755	0.01452576596
756	0.01450041104
757	0.01446529272
758	0.0144324924
759	0.01441448791
760	0.0144043996
761	0.01437562637
762	0.01434390938
763	0.01431287251
764	0.01426708759
765	0.0142308104
766	0.01419083059
767	0.01416619726
768	0.01413262064
769	0.01410215284
770	0.01407541558
771	0.01404594114
772	0.01400188372
773	0.01398005572
774	0.01395737222
775	0.01392016103
776	0.01389022782
777	0.01386044635
778	0.01382928695
779	0.01379658683
780	0.01375871799
781	0.01374413917
782	0.01371137024
783	0.01369825822
784	0.01367150117
785	0.01365008741
786	0.01361771801
787	0.01359248627
788	0.01357613999
789	0.01354594509
790	0.01352878
791	0.01351167689
792	0.01348615615
793	0.0134617265
794	0.01343443574
795	0.01340631778
796	0.01336460775
797	0.01334246388
798	0.01331535317
799	0.01328214198
800	0.01324303459
801	0.01322696733
802	0.01319236088
803	0.01315660287
804	0.01312983625
805	0.01309700653
806	0.01305974959
807	0.01303488313
808	0.01302072399
809	0.01300448414
810	0.01296806501
811	0.0129452833
812	0.01291604107
813	0.01289115835
814	0.01285454729
815	0.01281588781
816	0.01278567256
817	0.01276680003
818	0.01274385332
819	0.01272026213
820	0.0127008751
821	0.01268109378
822	0.01265354855
823	0.01263717691
824	0.01261968402
825	0.01260192467
826	0.01256325017
827	0.0125353161
828	0.01249899983
829	0.01246446057
830	0.01243399844
831	0.01240492826
832	0.01238149023
833	0.01236325163
834	0.01234346867
835	0.01232132851
836	0.0123033876
837	0.01228441797
838	0.01226173481
839	0.01224403642
840	0.01221207492
841	0.01219628974
842	0.01216549779
843	0.01214822642
844	0.01212882695
845	0.01210529992
846	0.01207723011
847	0.01205406336
848	0.01203452936
849	0.01200479237
850	0.01197753303
851	0.01195418669
852	0.01193727625
853	0.01192151879
854	0.01189251347
855	0.01186884292
856	0.01185797153
857	0.01182822921
858	0.01180480075
859	0.01179361275
860	0.01176657449
861	0.0117548343
862	0.0117497198
863	0.01173567345
864	0.01170659277
865	0.0116896219
866	0.01166416389
867	0.0116258301
868	0.01160402516
869	0.01157244773
870	0.01155257981
871	0.01153057651
872	0.01151369672
873	0.01148347921
874	0.01146001971
875	0.01143035051
876	0.01139977476
877	0.01137811225
878	0.01136301548
879	0.01134245666
880	0.01131729922
881	0.01130120597
882	0.01128018916
883	0.01126596046
884	0.01123980632
885	0.01121929844
886	0.01119470292
887	0.01116563631
888	0.01113733367
889	0.01111133917
890	0.01108288628
891	0.01106437623
892	0.01104860222
893	0.01102464872
894	0.01099821404
895	0.01097229577
896	0.01095433729
897	0.01094459143
898	0.01092230712
899	0.01090164706
900	0.01088326946
901	0.0108628567
902	0.01084472686
903	0.01083517687
904	0.01081263666
905	0.01079187621
906	0.01076654982
907	0.0107519834
908	0.01072923691
909	0.01071622071
910	0.01068627962
911	0.01065800732
912	0.01063032287
913	0.01061104755
914	0.01059076862
915	0.01057526036
916	0.01055645372
917	0.01054250579
918	0.01052230928
919	0.01050098974
920	0.01048265263
921	0.0104663296
922	0.01043603154
923	0.01042569195
924	0.01041731179
925	0.01039920312
926	0.01038438844
927	0.01036126077
928	0.01033309342
929	0.01030375652
930	0.01028701037
931	0.01027270615
932	0.01025295737
933	0.0102269585
934	0.01020332281
935	0.01018707026
936	0.01016708897
937	0.01014443786
938	0.01012644759
939	0.01009610819
940	0.01007691761
941	0.01005024196
942	0.01003163364
943	0.01000503342
944	0.009985728653
945	0.009964329487
946	0.009950815127
947	0.009931875458
948	0.009921017577
949	0.009893561256
950	0.009877813818
951	0.009865715933
952	0.009849169727
953	0.009835197995
954	0.009813458813
955	0.009802731712
956	0.009794963762
957	0.0097794702
958	0.009761814853
959	0.009742884272
960	0.009722761929
961	0.009705051519
962	0.009684149685
963	0.009663878386
964	0.009648366198
965	0.009627643112
966	0.009608858187
967	0.009584980693
968	0.009562424084
969	0.009545041476
970	0.009524013678
971	0.009501637097
972	0.009484095191
973	0.009467033693
974	0.009458432547
975	0.00944078933
976	0.009439568417
977	0.009437136988
978	0.009413113691
979	0.009391644226
980	0.009369706901
981	0.00935482133
982	0.009341775954
983	0.009326240388
984	0.009301064839
985	0.009278127455
986	0.009264369419
987	0.009248105624
988	0.009226901384
989	0.009200650774
990	0.009175625768
991	0.009157048955
992	0.009142658568
993	0.009121370548
994	0.009095771284
995	0.009079013822
996	0.009057712202
997	0.00904062656
998	0.009018782299
999	0.008997449035
